epoch,accuracy,loss,lr,val_accuracy,val_loss
74,0.916201114654541,1.619760513305664,0.00020000001,0.8999999761581421,1.5820443630218506
75,0.8896648287773132,1.6435614824295044,0.00020000001,0.8833333253860474,1.6048595905303955
76,0.8840782046318054,1.6527055501937866,0.00020000001,0.9055555462837219,1.5871613025665283
77,0.8924580812454224,1.640391230583191,0.00020000001,0.9111111164093018,1.6584343910217285
78,0.9022346138954163,1.621402621269226,0.00020000001,0.8999999761581421,1.6017299890518188
79,0.9078212380409241,1.597762942314148,4.0000003e-05,0.9333333373069763,1.4587819576263428
80,0.9189944267272949,1.5164663791656494,4.0000003e-05,0.9444444179534912,1.4105201959609985
81,0.9287709593772888,1.46442449092865,4.0000003e-05,0.9611111283302307,1.3374468088150024
82,0.9385474920272827,1.4272890090942383,4.0000003e-05,0.9666666388511658,1.3012733459472656
83,0.9259776473045349,1.3959624767303467,4.0000003e-05,0.9555555582046509,1.2720394134521484
84,0.9385474920272827,1.3618817329406738,4.0000003e-05,0.9611111283302307,1.22833251953125
85,0.9357541799545288,1.3101179599761963,4.0000003e-05,0.9555555582046509,1.2151620388031006
86,0.9427374005317688,1.2811700105667114,4.0000003e-05,0.949999988079071,1.1965447664260864
87,0.9217877388000488,1.2827470302581787,4.0000003e-05,0.9611111283302307,1.1467787027359009
88,0.9371508359909058,1.2343744039535522,4.0000003e-05,0.9611111283302307,1.1181753873825073
89,0.9441340565681458,1.2080720663070679,4.0000003e-05,0.9611111283302307,1.095008373260498
90,0.9413408041000366,1.181957483291626,4.0000003e-05,0.9666666388511658,1.071270227432251
91,0.9553072452545166,1.13392972946167,4.0000003e-05,0.9611111283302307,1.0462782382965088
92,0.9567039012908936,1.122788429260254,4.0000003e-05,0.9666666388511658,1.0249426364898682
93,0.9455307126045227,1.1170392036437988,4.0000003e-05,0.9611111283302307,1.0037841796875
94,0.9441340565681458,1.1030842065811157,4.0000003e-05,0.9666666388511658,0.9839252829551697
95,0.9553072452545166,1.0686912536621094,4.0000003e-05,0.9611111283302307,0.9660636782646179
96,0.9567039012908936,1.0368860960006714,4.0000003e-05,0.9611111283302307,0.9513270854949951
97,0.9441340565681458,1.0301830768585205,4.0000003e-05,0.9611111283302307,0.9351158142089844
98,0.9357541799545288,1.0390483140945435,4.0000003e-05,0.9611111283302307,0.921245813369751
99,0.9497206807136536,0.9958810806274414,4.0000003e-05,0.9611111283302307,0.9063022136688232
100,0.9539105892181396,0.9798223972320557,4.0000003e-05,0.9611111283302307,0.8927596211433411
101,0.9413408041000366,0.9990278482437134,4.0000003e-05,0.9611111283302307,0.8793037533760071
102,0.9511173367500305,0.9591242671012878,4.0000003e-05,0.9611111283302307,0.8670236468315125
103,0.9567039012908936,0.9526999592781067,4.0000003e-05,0.9611111283302307,0.8548941612243652
104,0.9469273686408997,0.9379822015762329,4.0000003e-05,0.9611111283302307,0.8436550498008728
105,0.9581005573272705,0.9156072735786438,4.0000003e-05,0.9611111283302307,0.8318405151367188
106,0.9483240246772766,0.9056354761123657,4.0000003e-05,0.9666666388511658,0.8216482400894165
107,0.9581005573272705,0.8907994031906128,4.0000003e-05,0.9666666388511658,0.8099826574325562
108,0.9497206807136536,0.8962410092353821,4.0000003e-05,0.9611111283302307,0.8106741309165955
109,0.9567039012908936,0.8643314838409424,4.0000003e-05,0.9611111283302307,0.7993046045303345
110,0.9483240246772766,0.8937878608703613,4.0000003e-05,0.9611111283302307,0.7933136224746704
111,0.9483240246772766,0.8761721849441528,4.0000003e-05,0.9611111283302307,0.7813518047332764
112,0.9539105892181396,0.8442309498786926,4.0000003e-05,0.9611111283302307,0.7701420187950134
113,0.9567039012908936,0.8293290138244629,4.0000003e-05,0.9666666388511658,0.7606574296951294
114,0.9455307126045227,0.8400445580482483,4.0000003e-05,0.9611111283302307,0.7490657567977905
115,0.9567039012908936,0.8259497284889221,4.0000003e-05,0.9611111283302307,0.7412262558937073
116,0.9511173367500305,0.8029206991195679,4.0000003e-05,0.9666666388511658,0.7353878617286682
117,0.9581005573272705,0.8075392842292786,4.0000003e-05,0.9611111283302307,0.728334367275238
118,0.9469273686408997,0.8145085573196411,4.0000003e-05,0.9611111283302307,0.7266255021095276
119,0.9581005573272705,0.7935751676559448,4.0000003e-05,0.9611111283302307,0.7184540629386902
120,0.9399441480636597,0.8137069940567017,4.0000003e-05,0.9611111283302307,0.7231948971748352
121,0.9539105892181396,0.7807384729385376,4.0000003e-05,0.9611111283302307,0.7476271986961365
122,0.9441340565681458,0.8015021681785583,4.0000003e-05,0.9611111283302307,0.7076993584632874
123,0.9525139927864075,0.7829381823539734,4.0000003e-05,0.9611111283302307,0.7034560441970825
124,0.9567039012908936,0.7677343487739563,4.0000003e-05,0.9611111283302307,0.7073520421981812
125,0.9441340565681458,0.76212078332901,4.0000003e-05,0.9611111283302307,0.6915379762649536
126,0.9497206807136536,0.7591331005096436,4.0000003e-05,0.9611111283302307,0.6886160373687744
127,0.9539105892181396,0.7516356706619263,4.0000003e-05,0.9611111283302307,0.682829737663269
128,0.9553072452545166,0.7351882457733154,4.0000003e-05,0.9611111283302307,0.6752679347991943
129,0.9483240246772766,0.7386532425880432,4.0000003e-05,0.9611111283302307,0.6669225096702576
130,0.9399441480636597,0.7430273294448853,4.0000003e-05,0.9611111283302307,0.6609758734703064
131,0.9525139927864075,0.7500022053718567,4.0000003e-05,0.9611111283302307,0.6586061716079712
132,0.9413408041000366,0.7478998303413391,4.0000003e-05,0.9611111283302307,0.6622107028961182
133,0.9469273686408997,0.744324266910553,4.0000003e-05,0.9666666388511658,0.6571961045265198
134,0.9567039012908936,0.7262973785400391,4.0000003e-05,0.9611111283302307,0.652582049369812
135,0.9622905254364014,0.7125449776649475,4.0000003e-05,0.9611111283302307,0.6473830342292786
136,0.9581005573272705,0.7204129695892334,4.0000003e-05,0.9611111283302307,0.6477015018463135
137,0.9469273686408997,0.7384055256843567,4.0000003e-05,0.9611111283302307,0.6572798490524292
138,0.9455307126045227,0.7278538942337036,4.0000003e-05,0.9611111283302307,0.6414782404899597
139,0.9567039012908936,0.7154297232627869,4.0000003e-05,0.9611111283302307,0.6455163955688477
140,0.9469273686408997,0.7278064489364624,4.0000003e-05,0.9444444179534912,0.669974684715271
141,0.9483240246772766,0.7113169431686401,4.0000003e-05,0.9666666388511658,0.6380849480628967
142,0.9567039012908936,0.7095336318016052,4.0000003e-05,0.9611111283302307,0.630430281162262
143,0.9511173367500305,0.707338273525238,4.0000003e-05,0.9666666388511658,0.637420654296875
144,0.9399441480636597,0.7109634280204773,4.0000003e-05,0.9611111283302307,0.6295174956321716
145,0.9469273686408997,0.698539137840271,4.0000003e-05,0.9611111283302307,0.6234665513038635
146,0.9483240246772766,0.7041857242584229,4.0000003e-05,0.9611111283302307,0.6189330220222473
147,0.9469273686408997,0.6961767077445984,4.0000003e-05,0.9611111283302307,0.6205058097839355
148,0.9497206807136536,0.700647234916687,4.0000003e-05,0.9611111283302307,0.622402012348175
149,0.9469273686408997,0.7048510909080505,4.0000003e-05,0.9611111283302307,0.6202071905136108
150,0.9608938694000244,0.686235249042511,4.0000003e-05,0.9611111283302307,0.6150283217430115
151,0.9329608678817749,0.712458074092865,4.0000003e-05,0.9611111283302307,0.615822434425354
152,0.9469273686408997,0.7140223979949951,4.0000003e-05,0.9611111283302307,0.6638874411582947
153,0.9469273686408997,0.7089114189147949,4.0000003e-05,0.9611111283302307,0.6202861070632935
154,0.9511173367500305,0.6923214197158813,4.0000003e-05,0.9611111283302307,0.6170421838760376
155,0.9455307126045227,0.6919165849685669,4.0000003e-05,0.9611111283302307,0.613250195980072
156,0.9622905254364014,0.6741247177124023,4.0000003e-05,0.9611111283302307,0.6133599877357483
157,0.9525139927864075,0.6726582050323486,4.0000003e-05,0.9666666388511658,0.6079707145690918
158,0.9553072452545166,0.6602016091346741,4.0000003e-05,0.9666666388511658,0.6104263067245483
159,0.9567039012908936,0.6528097987174988,4.0000003e-05,0.9666666388511658,0.5949967503547668
160,0.9399441480636597,0.6791740655899048,4.0000003e-05,0.9555555582046509,0.6111282706260681
161,0.9455307126045227,0.671022355556488,4.0000003e-05,0.9611111283302307,0.6013835668563843
162,0.9427374005317688,0.6667826771736145,4.0000003e-05,0.9611111283302307,0.5963952541351318
163,0.9455307126045227,0.675293505191803,4.0000003e-05,0.9666666388511658,0.5999571681022644
164,0.9539105892181396,0.6597979664802551,4.0000003e-05,0.9611111283302307,0.5903543829917908
165,0.9581005573272705,0.6505693197250366,4.0000003e-05,0.9611111283302307,0.5860960483551025
166,0.9581005573272705,0.6444036960601807,4.0000003e-05,0.9611111283302307,0.5852960348129272
167,0.9539105892181396,0.646487295627594,4.0000003e-05,0.9611111283302307,0.5801486372947693
168,0.9483240246772766,0.6416110992431641,4.0000003e-05,0.9611111283302307,0.5740511417388916
169,0.9469273686408997,0.6436509490013123,4.0000003e-05,0.9611111283302307,0.5726746320724487
170,0.9511173367500305,0.6398851275444031,4.0000003e-05,0.9611111283302307,0.5687756538391113
171,0.9622905254364014,0.6277556419372559,4.0000003e-05,0.9611111283302307,0.5636488795280457
172,0.9413408041000366,0.6201087832450867,4.0000003e-05,0.9611111283302307,0.5580773949623108
173,0.9525139927864075,0.6238412261009216,4.0000003e-05,0.9611111283302307,0.5548020005226135
174,0.9511173367500305,0.6142218112945557,4.0000003e-05,0.9611111283302307,0.5483913421630859
175,0.9581005573272705,0.6272870302200317,4.0000003e-05,0.9611111283302307,0.5484758019447327
176,0.9511173367500305,0.6162256002426147,4.0000003e-05,0.9611111283302307,0.5456135272979736
177,0.9539105892181396,0.6053183078765869,4.0000003e-05,0.9611111283302307,0.5409042239189148
178,0.9553072452545166,0.6063070893287659,4.0000003e-05,0.9666666388511658,0.5381026268005371
179,0.9553072452545166,0.6016014218330383,4.0000003e-05,0.9666666388511658,0.5430382490158081
180,0.9553072452545166,0.607562243938446,4.0000003e-05,0.9611111283302307,0.534852147102356
181,0.9594972133636475,0.5903528928756714,4.0000003e-05,0.9611111283302307,0.5318484902381897
182,0.9539105892181396,0.5849824547767639,4.0000003e-05,0.9611111283302307,0.5286224484443665
183,0.9539105892181396,0.5928773880004883,4.0000003e-05,0.9611111283302307,0.5261003375053406
184,0.9553072452545166,0.5741636753082275,4.0000003e-05,0.9611111283302307,0.5231192708015442
185,0.9567039012908936,0.5757787823677063,4.0000003e-05,0.9666666388511658,0.5270245671272278
186,0.9664804339408875,0.5625869035720825,4.0000003e-05,0.9611111283302307,0.5220502614974976
187,0.9594972133636475,0.5771823525428772,4.0000003e-05,0.9611111283302307,0.5125523209571838
188,0.9581005573272705,0.5752665996551514,4.0000003e-05,0.9611111283302307,0.5169014930725098
189,0.9581005573272705,0.588528573513031,4.0000003e-05,0.9611111283302307,0.5157972574234009
190,0.9553072452545166,0.5719315409660339,4.0000003e-05,0.9611111283302307,0.5186333656311035
191,0.9636871218681335,0.5631659626960754,4.0000003e-05,0.9611111283302307,0.52090984582901
192,0.9539105892181396,0.5859581828117371,4.0000003e-05,0.9611111283302307,0.5167017579078674
193,0.9483240246772766,0.5772758722305298,8.000001e-06,0.9611111283302307,0.5131855607032776
194,0.9567039012908936,0.5637699961662292,8.000001e-06,0.9611111283302307,0.5104130506515503
195,0.9539105892181396,0.5686832666397095,8.000001e-06,0.9611111283302307,0.5079956650733948
196,0.9539105892181396,0.5666792392730713,8.000001e-06,0.9611111283302307,0.5060117840766907
197,0.9594972133636475,0.5477096438407898,8.000001e-06,0.9611111283302307,0.5044601559638977
198,0.9608938694000244,0.5512679219245911,8.000001e-06,0.9611111283302307,0.5025464296340942
199,0.9581005573272705,0.5459644794464111,8.000001e-06,0.9611111283302307,0.5008392930030823
