epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.11731843650341034,22.350366592407227,0.001,0.03888889029622078,23.63524055480957
1,0.24162010848522186,20.650022506713867,0.001,0.03888889029622078,20.40840721130371
2,0.34497207403182983,16.02048110961914,0.001,0.03888889029622078,16.899171829223633
3,0.3743016719818115,12.357675552368164,0.001,0.03888889029622078,14.45818042755127
4,0.42178770899772644,10.172124862670898,0.001,0.03888889029622078,13.423361778259277
5,0.4329608976840973,8.948710441589355,0.001,0.03888889029622078,13.035571098327637
6,0.48882681131362915,8.127174377441406,0.001,0.03333333507180214,12.777953147888184
7,0.5335195660591125,7.677050590515137,0.001,0.03333333507180214,13.079809188842773
8,0.5712290406227112,7.289026260375977,0.001,0.03888889029622078,12.931792259216309
9,0.6089385747909546,6.817611217498779,0.001,0.03888889029622078,12.806232452392578
10,0.5851955413818359,6.57455587387085,0.001,0.03888889029622078,12.656147956848145
11,0.5963687300682068,6.455145835876465,0.001,0.03888889029622078,12.846660614013672
12,0.5935754179954529,6.464235305786133,0.001,0.03888889029622078,12.918257713317871
13,0.6536312699317932,6.36445426940918,0.001,0.03888889029622078,12.553043365478516
14,0.6550279259681702,6.062645435333252,0.001,0.03888889029622078,12.58696460723877
15,0.6983240246772766,5.752309322357178,0.001,0.03888889029622078,12.071048736572266
16,0.6955307126045227,5.764396667480469,0.001,0.03888889029622078,11.964203834533691
17,0.6564245820045471,5.629887104034424,0.001,0.03888889029622078,12.211990356445312
18,0.6913408041000366,5.613758087158203,0.001,0.06666667014360428,11.580212593078613
19,0.673184335231781,5.859481334686279,0.001,0.03888889029622078,10.775534629821777
20,0.7108938694000244,5.784306049346924,0.001,0.06666667014360428,10.49065113067627
21,0.7053072452545166,5.327139377593994,0.001,0.03888889029622078,10.178009986877441
22,0.666201114654541,5.388408184051514,0.001,0.18888889253139496,7.649028301239014
23,0.7025139927864075,5.748022556304932,0.001,0.1388888955116272,8.020922660827637
24,0.6913408041000366,5.728677272796631,0.001,0.13333334028720856,7.864293575286865
25,0.7402234673500061,5.421708106994629,0.001,0.1388888955116272,7.408302307128906
26,0.7332402467727661,5.167158603668213,0.001,0.1388888955116272,8.196998596191406
27,0.7164804339408875,5.437702655792236,0.001,0.550000011920929,6.134608745574951
28,0.74301677942276,5.4575605392456055,0.001,0.15000000596046448,7.783813953399658
29,0.7318435907363892,5.062877178192139,0.001,0.5444444417953491,5.607185363769531
30,0.7234637141227722,5.043034076690674,0.001,0.43888887763023376,6.309357166290283
31,0.7192737460136414,5.192993640899658,0.001,0.7888888716697693,5.140188217163086
32,0.7081005573272705,5.516972541809082,0.001,0.5666666626930237,6.119086265563965
33,0.7011173367500305,5.541057109832764,0.001,0.699999988079071,5.459824562072754
34,0.7541899681091309,5.085391521453857,0.001,0.7166666388511658,5.062203407287598
35,0.7374301552772522,4.84460973739624,0.001,0.4333333373069763,5.912202835083008
36,0.7611731886863708,4.857927322387695,0.001,0.699999988079071,4.977113246917725
37,0.7192737460136414,4.886545658111572,0.001,0.05000000074505806,18.33753204345703
38,0.7374301552772522,5.130359172821045,0.001,0.5333333611488342,6.232098579406738
39,0.7234637141227722,5.203912258148193,0.001,0.8611111044883728,4.860673427581787
40,0.7150837779045105,5.062745571136475,0.001,0.550000011920929,5.636874198913574
41,0.7765362858772278,4.724990367889404,0.001,0.5777778029441833,5.126226902008057
42,0.748603343963623,4.805182456970215,0.001,0.8388888835906982,4.678386688232422
43,0.7681564092636108,4.877361297607422,0.001,0.8888888955116272,4.505218982696533
44,0.7611731886863708,4.870911121368408,0.001,0.7277777791023254,4.922134876251221
45,0.7583798766136169,4.990917205810547,0.001,0.4444444477558136,7.632068634033203
46,0.7402234673500061,5.025192737579346,0.001,0.7277777791023254,5.072792053222656
47,0.6955307126045227,5.512748718261719,0.001,0.7111111283302307,5.682374954223633
48,0.7472066879272461,5.253564357757568,0.001,0.8777777552604675,4.809421539306641
49,0.7877094745635986,4.860568523406982,0.00020000001,0.894444465637207,4.358797073364258
50,0.8058659434318542,4.315438747406006,0.00020000001,0.9222221970558167,3.728140354156494
51,0.8687151074409485,3.702651023864746,0.00020000001,0.8055555820465088,3.501248598098755
52,0.8756983280181885,3.251427412033081,0.00020000001,0.8111110925674438,3.2293920516967773
53,0.8687151074409485,2.9324584007263184,0.00020000001,0.8833333253860474,2.8387222290039062
54,0.8854748606681824,2.626023769378662,0.00020000001,0.800000011920929,2.7790589332580566
55,0.8952513933181763,2.3802456855773926,0.00020000001,0.7888888716697693,2.6312952041625977
56,0.8952513933181763,2.183445453643799,0.00020000001,0.6111111044883728,2.9298667907714844
57,0.8784916400909424,2.107879877090454,0.00020000001,0.699999988079071,2.540494203567505
58,0.8952513933181763,2.0343074798583984,0.00020000001,0.6222222447395325,2.692957639694214
59,0.8896648287773132,1.911929726600647,0.00020000001,0.6722221970558167,2.7079803943634033
60,0.8840782046318054,1.8765652179718018,0.00020000001,0.7611111402511597,2.26656436920166
61,0.8980447053909302,1.8109484910964966,0.00020000001,0.699999988079071,2.4573256969451904
62,0.916201114654541,1.7623579502105713,0.00020000001,0.6333333253860474,2.512423276901245
63,0.9050279259681702,1.711348533630371,0.00020000001,0.644444465637207,2.3439509868621826
64,0.9022346138954163,1.715072512626648,0.00020000001,0.7444444298744202,2.149935483932495
65,0.8868715167045593,1.6855061054229736,0.00020000001,0.7444444298744202,2.2203869819641113
66,0.8756983280181885,1.723221778869629,0.00020000001,0.7888888716697693,1.9178259372711182
67,0.909217894077301,1.663517951965332,0.00020000001,0.7888888716697693,2.0038323402404785
68,0.9050279259681702,1.6636594533920288,0.00020000001,0.7666666507720947,2.2006540298461914
69,0.9064245820045471,1.6626657247543335,0.00020000001,0.8500000238418579,1.7272965908050537
70,0.8840782046318054,1.6906992197036743,0.00020000001,0.8722222447395325,1.7345309257507324
71,0.9036312699317932,1.6472253799438477,0.00020000001,0.9333333373069763,1.717257022857666
72,0.8938547372817993,1.6769360303878784,0.00020000001,0.800000011920929,1.9082231521606445
73,0.909217894077301,1.6454523801803589,0.00020000001,0.9277777671813965,1.5480273962020874
