epoch,accuracy,loss,lr,precision,recall,top_3_accuracy,val_accuracy,val_loss,val_precision,val_recall,val_top_3_accuracy
33,0.05684754624962807,4.650486946105957,0.00095459895,0.0,0.0,0.17312660813331604,0.02976190485060215,4.548151969909668,0.0,0.0,0.1130952388048172
34,0.07235141843557358,4.552626609802246,0.00095329236,0.0,0.0,0.18087854981422424,0.0416666679084301,4.516140937805176,0.0,0.0,0.1547619104385376
35,0.05426356568932533,4.520137310028076,0.0009519876,0.0,0.0,0.16537468135356903,0.0357142873108387,4.440123081207275,0.0,0.0,0.1726190447807312
36,0.05426356568932533,4.474295616149902,0.00095068454,0.0,0.0,0.17571058869361877,0.0773809552192688,4.3761420249938965,0.0,0.0,0.1726190447807312
37,0.0594315230846405,4.4054646492004395,0.00094938325,0.0,0.0,0.16020672023296356,0.0773809552192688,4.353753089904785,0.0,0.0,0.2083333283662796
38,0.06201550364494324,4.349432945251465,0.0009480838,0.0,0.0,0.19379845261573792,0.0714285746216774,4.390021800994873,0.0,0.0,0.1666666716337204
39,0.05684754624962807,4.391392230987549,0.0009467861,0.0,0.0,0.16795866191387177,0.0714285746216774,4.360002040863037,0.0,0.0,0.1547619104385376
40,0.03875968977808952,4.434464931488037,0.00094549014,0.0,0.0,0.14987079799175262,0.0714285746216774,4.3673272132873535,0.0,0.0,0.1726190447807312
41,0.07493539899587631,4.346307754516602,0.000944196,0.0,0.0,0.22480620443820953,0.0595238097012043,4.325381278991699,0.0,0.0,0.2083333283662796
42,0.08785529434680939,4.3130269050598145,0.0009429037,0.0,0.0,0.2222222238779068,0.0595238097012043,4.373782157897949,0.0,0.0,0.2023809552192688
43,0.05684754624962807,4.31871223449707,0.00094161305,0.0,0.0,0.16795866191387177,0.0595238097012043,4.274620532989502,0.0,0.0,0.190476194024086
44,0.0516795851290226,4.285014629364014,0.0009403242,0.0,0.0,0.14470283687114716,0.0595238097012043,4.1809210777282715,0.0,0.0,0.1964285671710968
45,0.0671834647655487,4.232959270477295,0.0009390372,0.25,0.002583979396149516,0.19896641373634338,0.0595238097012043,4.1725077629089355,0.0,0.0,0.1964285671710968
46,0.07493539899587631,4.189629077911377,0.0009377519,0.0,0.0,0.19896641373634338,0.0595238097012043,4.174807071685791,0.0,0.0,0.1190476194024086
47,0.06459948420524597,4.148373603820801,0.00093646836,0.0,0.0,0.20930232107639313,0.0595238097012043,4.185452938079834,0.0,0.0,0.1726190447807312
48,0.07751937955617905,4.140336513519287,0.0009351866,0.0,0.0,0.21188630163669586,0.065476194024086,4.11478328704834,0.0,0.0,0.1547619104385376
49,0.05426356568932533,4.128089427947998,0.00093390647,0.0,0.0,0.20930232107639313,0.065476194024086,4.095987796783447,0.0,0.0,0.1488095223903656
50,0.0516795851290226,4.06767463684082,0.0009326282,0.0,0.0,0.2067183405160904,0.0714285746216774,4.047183036804199,0.0,0.0,0.1607142835855484
51,0.06459948420524597,4.005547046661377,0.0009313517,0.0,0.0,0.19379845261573792,0.02380952425301075,4.005641460418701,0.0,0.0,0.1547619104385376
52,0.0594315230846405,4.043907165527344,0.0009300769,0.3333333432674408,0.005167958792299032,0.18346253037452698,0.0595238097012043,3.999318838119507,0.0,0.0,0.1726190447807312
53,0.08268734067678452,3.975975275039673,0.0009288039,0.0,0.0,0.19379845261573792,0.0416666679084301,4.050365447998047,0.0,0.0,0.1726190447807312
54,0.06201550364494324,4.052363395690918,0.00092753256,0.5,0.002583979396149516,0.18087854981422424,0.0416666679084301,4.0971174240112305,0.0,0.0,0.1726190447807312
55,0.06459948420524597,4.0101447105407715,0.000926263,0.0,0.0,0.20155039429664612,0.065476194024086,4.250533103942871,0.0,0.0,0.1607142835855484
56,0.08785529434680939,4.027735233306885,0.00092499517,0.0,0.0,0.19379845261573792,0.065476194024086,4.069392204284668,0.0,0.0,0.184523805975914
57,0.08010336011648178,3.9508063793182373,0.0009237291,0.0,0.0,0.2067183405160904,0.0416666679084301,3.995546579360962,0.0,0.0,0.184523805975914
58,0.06976744532585144,4.027346611022949,0.0009224647,0.0,0.0,0.20155039429664612,0.0714285746216774,3.969666004180908,0.0,0.0,0.1369047611951828
59,0.0671834647655487,4.016656875610352,0.0009212021,0.0,0.0,0.1860465109348297,0.0714285746216774,3.923358678817749,0.0,0.0,0.1547619104385376
60,0.07493539899587631,3.9035332202911377,0.00091994123,0.0,0.0,0.19638243317604065,0.0416666679084301,3.917454957962036,0.0,0.0,0.1488095223903656
61,0.04909560829401016,3.923928737640381,0.000918682,0.0,0.0,0.1860465109348297,0.0416666679084301,3.9316883087158203,0.0,0.0,0.1369047611951828
62,0.06459948420524597,3.9537668228149414,0.0009174246,0.0,0.0,0.1860465109348297,0.0416666679084301,3.914081335067749,0.0,0.0,0.1726190447807312
63,0.07751937955617905,3.9441978931427,0.00091616885,0.0,0.0,0.18863049149513245,0.0535714291036129,3.908687114715576,0.0,0.0,0.1726190447807312
64,0.05684754624962807,3.909118175506592,0.0009149149,0.0,0.0,0.19121447205543518,0.0773809552192688,3.8802144527435303,0.0,0.0,0.1726190447807312
65,0.06976744532585144,3.9064080715179443,0.0009136626,0.0,0.0,0.17312660813331604,0.065476194024086,3.8478753566741943,0.0,0.0,0.1607142835855484
66,0.06976744532585144,3.849578380584717,0.000912412,0.0,0.0,0.22739018499851227,0.065476194024086,3.822014570236206,0.0,0.0,0.2142857164144516
67,0.06459948420524597,3.8637430667877197,0.0009111631,0.0,0.0,0.19121447205543518,0.0714285746216774,3.8308098316192627,0.0,0.0,0.1785714328289032
68,0.06976744532585144,3.8641304969787598,0.00090991595,0.0,0.0,0.1782945692539215,0.0416666679084301,3.808583974838257,0.0,0.0,0.1785714328289032
69,0.04909560829401016,3.8606951236724854,0.00090867054,0.0,0.0,0.16795866191387177,0.0714285746216774,4.072232723236084,0.0,0.0,0.190476194024086
70,0.07235141843557358,3.903683662414551,0.0009074268,0.0,0.0,0.17312660813331604,0.0714285746216774,4.122584342956543,0.0,0.0,0.190476194024086
71,0.07235141843557358,3.8653151988983154,0.0009061848,0.0,0.0,0.22480620443820953,0.0357142873108387,4.0307183265686035,0.0,0.0,0.1785714328289032
72,0.0516795851290226,3.965411424636841,0.0009049444,0.0,0.0,0.17571058869361877,0.0357142873108387,3.9441676139831543,0.0,0.0,0.1071428582072258
73,0.07235141843557358,3.87749981880188,0.0009037058,0.0,0.0,0.17312660813331604,0.0773809552192688,3.8522250652313232,0.0,0.0,0.190476194024086
74,0.0594315230846405,3.8668508529663086,0.00090246886,0.0,0.0,0.19379845261573792,0.0714285746216774,5.0241289138793945,0.0714285746216774,0.0714285746216774,0.190476194024086
75,0.05426356568932533,3.9100918769836426,0.0009012336,0.0,0.0,0.16537468135356903,0.0714285746216774,4.562546253204346,0.0,0.0,0.190476194024086
76,0.0671834647655487,3.8715996742248535,0.00090000004,0.0,0.0,0.1860465109348297,0.0773809552192688,3.9596641063690186,0.0,0.0,0.2142857164144516
77,0.06976744532585144,3.8292648792266846,0.0008987682,1.0,0.002583979396149516,0.18863049149513245,0.065476194024086,4.083563804626465,0.0,0.0,0.1488095223903656
78,0.06459948420524597,3.810946226119995,0.0008975379,0.0,0.0,0.18346253037452698,0.0595238097012043,3.961738109588623,0.0,0.0,0.1547619104385376
0,0.04651162773370743,4.996394634246826,9.995128e-05,0.0,0.0,0.13695091009140015,0.01785714365541935,4.467487335205078,0.0,0.0,0.1190476194024086
1,0.043927647173404694,5.136707782745361,9.989953e-05,0.0,0.0,0.12144702672958374,0.01785714365541935,4.441582679748535,0.0,0.0,0.1369047611951828
2,0.04651162773370743,5.031253337860107,9.984781e-05,0.25,0.002583979396149516,0.1033591702580452,0.0714285746216774,5.590081691741943,0.0,0.0,0.1428571492433548
3,0.03617570921778679,4.958750247955322,9.979613e-05,0.0,0.0,0.1266149878501892,0.0476190485060215,18.902847290039062,0.0476190485060215,0.0476190485060215,0.184523805975914
4,0.04909560829401016,4.985655784606934,9.9744466e-05,0.0,0.0,0.12919896841049194,0.0714285746216774,93.0763931274414,0.0714285746216774,0.0714285746216774,0.1607142835855484
5,0.043927647173404694,4.972092151641846,9.969283e-05,0.0,0.0,0.11627907305955887,0.0714285746216774,649.9407958984375,0.0714285746216774,0.0714285746216774,1.0
6,0.03617570921778679,5.001047611236572,9.964123e-05,0.0,0.0,0.1111111119389534,0.02976190485060215,780.2750244140625,0.02976190485060215,0.02976190485060215,1.0
7,0.04909560829401016,4.9627685546875,9.958964e-05,0.0,0.0,0.1266149878501892,0.0476190485060215,975.034423828125,0.0476190485060215,0.0476190485060215,1.0
8,0.04651162773370743,4.8997416496276855,9.953808e-05,0.0,0.0,0.14211885631084442,0.0357142873108387,319.9053955078125,0.0357142873108387,0.0357142873108387,0.0714285746216774
9,0.023255813866853714,5.006145000457764,9.9486555e-05,0.0,0.0,0.08785529434680939,0.01785714365541935,1279.50830078125,0.01785714365541935,0.01785714365541935,1.0
10,0.0594315230846405,4.954599380493164,9.9435056e-05,0.0,0.0,0.12919896841049194,0.01785714365541935,1996.4056396484375,0.01785714365541935,0.01785714365541935,1.0
11,0.04909560829401016,4.832951068878174,9.9383586e-05,0.0,0.0,0.13695091009140015,0.0416666679084301,3275.704345703125,0.0416666679084301,0.0416666679084301,1.0
12,0.02067183516919613,4.977592945098877,9.933213e-05,0.0,0.0,0.11369509249925613,0.0476190485060215,2231.49267578125,0.0476190485060215,0.0476190485060215,1.0
13,0.03617570921778679,4.988409519195557,9.928071e-05,0.0,0.0,0.08527132123708725,0.0714285746216774,1579.499267578125,0.0714285746216774,0.0714285746216774,1.0
14,0.03875968977808952,4.879642009735107,9.922932e-05,0.0,0.0,0.12144702672958374,0.0714285746216774,4637.20947265625,0.0714285746216774,0.0714285746216774,1.0
15,0.04651162773370743,4.996192932128906,9.917795e-05,0.0,0.0,0.1343669295310974,0.0416666679084301,1930.87646484375,0.0416666679084301,0.0416666679084301,1.0
16,0.04134367033839226,4.975852966308594,9.912661e-05,0.0,0.0,0.08268734067678452,0.02976190485060215,1402.05615234375,0.02976190485060215,0.02976190485060215,1.0
17,0.0516795851290226,4.880710124969482,9.9075296e-05,0.0,0.0,0.10594315081834793,0.065476194024086,1824.0706787109375,0.065476194024086,0.065476194024086,1.0
18,0.03359173238277435,4.910365581512451,9.902401e-05,0.0,0.0,0.10594315081834793,0.0476190485060215,1905.507080078125,0.0476190485060215,0.0476190485060215,1.0
19,0.04134367033839226,4.817259788513184,9.897274e-05,0.0,0.0,0.1343669295310974,0.02976190485060215,1939.333740234375,0.02976190485060215,0.02976190485060215,1.0
20,0.0516795851290226,4.873967170715332,9.892151e-05,0.5,0.002583979396149516,0.14470283687114716,0.0416666679084301,2024.89990234375,0.0416666679084301,0.0416666679084301,1.0
21,0.03875968977808952,4.848440170288086,9.8870296e-05,0.0,0.0,0.10594315081834793,0.0357142873108387,3450.844970703125,0.0357142873108387,0.0357142873108387,1.0
0,0.03100775182247162,3.8688883781433105,0.0009974746,0.0,0.0,0.1111111119389534,0.0357142873108387,3.391177177429199,0.0,0.0,0.1071428582072258
1,0.028423773124814034,3.778151273727417,0.0009948506,0.0,0.0,0.12144702672958374,0.065476194024086,3.3970112800598145,0.0,0.0,0.130952388048172
2,0.03100775182247162,3.686367988586426,0.0009922336,0.0,0.0,0.10852713137865067,0.065476194024086,3.4253201484680176,0.0,0.0,0.1190476194024086
3,0.023255813866853714,3.7639124393463135,0.0009896235,0.0,0.0,0.08785529434680939,0.065476194024086,3.427135705947876,0.0,0.0,0.1190476194024086
4,0.03875968977808952,3.658604621887207,0.0009870203,0.0,0.0,0.12403100728988647,0.065476194024086,3.4178099632263184,0.0,0.0,0.1130952388048172
5,0.028423773124814034,3.588810682296753,0.0009844239,0.0,0.0,0.12144702672958374,0.065476194024086,3.4199512004852295,0.0,0.0,0.1130952388048172
6,0.03359173238277435,3.62349796295166,0.0009818344,0.0,0.0,0.10852713137865067,0.065476194024086,3.4234368801116943,0.0,0.0,0.1130952388048172
7,0.0258397925645113,3.570112466812134,0.0009792516,0.0,0.0,0.10594315081834793,0.065476194024086,3.414260149002075,0.0,0.0,0.1607142835855484
8,0.03100775182247162,3.6156954765319824,0.0009766757,0.0,0.0,0.118863046169281,0.065476194024086,3.405776262283325,0.0,0.0,0.1369047611951828
9,0.03359173238277435,3.6054444313049316,0.0009741064,0.0,0.0,0.09560723602771759,0.065476194024086,3.414400100708008,0.0,0.0,0.1369047611951828
10,0.028423773124814034,3.606229305267334,0.00097154395,0.0,0.0,0.1033591702580452,0.065476194024086,3.4110023975372314,0.0,0.0,0.1607142835855484
11,0.0258397925645113,3.5891335010528564,0.0009689883,0.0,0.0,0.09560723602771759,0.065476194024086,3.417240619659424,0.0,0.0,0.1607142835855484
12,0.028423773124814034,3.6094911098480225,0.0009664393,0.0,0.0,0.09819121658802032,0.065476194024086,3.412893056869507,0.0,0.0,0.1369047611951828
13,0.03100775182247162,3.5393874645233154,0.00096389704,0.0,0.0,0.09560723602771759,0.065476194024086,3.406665563583374,0.0,0.0,0.1607142835855484
14,0.023255813866853714,3.5477638244628906,0.00096136145,0.0,0.0,0.09043927490711212,0.065476194024086,3.407797336578369,0.0,0.0,0.1607142835855484
15,0.03359173238277435,3.5644657611846924,0.00095883256,0.0,0.0,0.10077519714832306,0.065476194024086,3.4039270877838135,0.0,0.0,0.1130952388048172
16,0.04134367033839226,3.51823353767395,0.0009563103,0.0,0.0,0.11627907305955887,0.065476194024086,3.3962979316711426,0.0,0.0,0.1130952388048172
0,0.028423773124814034,3.7403743267059326,0.0004987705,0.10077519714832306,0.01785714365541935,3.3870456218719482,0.095238097012043
1,0.03100775182247162,3.712693214416504,0.00049751846,0.08785529434680939,0.01785714365541935,3.3519980907440186,0.0773809552192688
2,0.0258397925645113,3.5425195693969727,0.0004962696,0.1033591702580452,0.0357142873108387,3.3517544269561768,0.0833333358168602
3,0.03875968977808952,3.5372154712677,0.00049502385,0.11369509249925613,0.0357142873108387,3.35880970954895,0.0892857164144516
4,0.028423773124814034,3.5222814083099365,0.00049378123,0.08785529434680939,0.02380952425301075,3.3538818359375,0.095238097012043
5,0.023255813866853714,3.560472011566162,0.00049254176,0.06459948420524597,0.02380952425301075,3.355656623840332,0.095238097012043
6,0.0258397925645113,3.5299088954925537,0.00049130537,0.09560723602771759,0.02380952425301075,3.355952024459839,0.0892857164144516
7,0.043927647173404694,3.486708641052246,0.00049007207,0.10077519714832306,0.02380952425301075,3.354729175567627,0.0892857164144516
8,0.043927647173404694,3.430419921875,0.0004888419,0.12144702672958374,0.02380952425301075,3.3556199073791504,0.0892857164144516
9,0.05684754624962807,3.502077341079712,0.00048761477,0.10594315081834793,0.02380952425301075,3.3558599948883057,0.0892857164144516
10,0.03100775182247162,3.4791738986968994,0.00048639075,0.09819121658802032,0.02380952425301075,3.3577983379364014,0.0892857164144516
11,0.018087854608893394,3.508661985397339,0.00048516982,0.08785529434680939,0.02380952425301075,3.3572773933410645,0.0892857164144516
12,0.04909560829401016,3.4568533897399902,0.00048395194,0.12144702672958374,0.02380952425301075,3.3605029582977295,0.0892857164144516
0,0.0258397925645113,3.622140884399414,1e-06,0.09560723602771759,0.011904762126505375,3.443047046661377,0.0535714291036129
1,0.03100775182247162,3.5877203941345215,1e-06,0.11369509249925613,0.0357142873108387,3.498741865158081,0.0714285746216774
2,0.03100775182247162,3.5842254161834717,1e-06,0.08527132123708725,0.011904762126505375,3.6179943084716797,0.1130952388048172
3,0.04909560829401016,3.5350823402404785,1e-06,0.10852713137865067,0.065476194024086,3.7782175540924072,0.130952388048172
4,0.03875968977808952,3.598177433013916,1e-06,0.09819121658802032,0.0416666679084301,4.028867244720459,0.130952388048172
5,0.043927647173404694,3.610893726348877,1e-06,0.11369509249925613,0.0416666679084301,3.8747572898864746,0.125
6,0.03875968977808952,3.5541813373565674,1e-06,0.118863046169281,0.02976190485060215,3.5092198848724365,0.1428571492433548
7,0.043927647173404694,3.6022396087646484,1e-06,0.1111111119389534,0.011904762126505375,3.6573424339294434,0.095238097012043
8,0.0258397925645113,3.600663423538208,1e-06,0.1343669295310974,0.0357142873108387,3.597683906555176,0.0892857164144516
9,0.04651162773370743,3.612217903137207,5e-07,0.11369509249925613,0.0476190485060215,3.9419937133789062,0.1190476194024086
10,0.03359173238277435,3.5589709281921387,5e-07,0.12144702672958374,0.0476190485060215,89.29801177978516,0.1190476194024086
11,0.0516795851290226,3.5774519443511963,5e-07,0.14470283687114716,0.011904762126505375,2959.52099609375,1.0
12,0.04134367033839226,3.620867967605591,5e-07,0.09819121658802032,0.0357142873108387,2006.30078125,0.9702380895614624
13,0.05684754624962807,3.535443067550659,5e-07,0.118863046169281,0.0357142873108387,2343.821533203125,1.0
0,0.07751937955617905,8.591324806213379,0.001,0.229974165558815,0.0535714291036129,7.8467793464660645,0.125
1,0.341085284948349,6.045496463775635,0.001,0.552971601486206,0.0535714291036129,6.897441387176514,0.1666666716337204
2,0.4883720874786377,4.851622581481934,0.001,0.7028423547744751,0.0535714291036129,6.406380653381348,0.2083333283662796
3,0.5452196598052979,4.14324951171875,0.001,0.7648578882217407,0.0535714291036129,6.1048760414123535,0.2202380895614624
4,0.5452196598052979,3.796231269836426,0.00020000001,0.7958656549453735,0.0535714291036129,6.035434722900391,0.2202380895614624
5,0.5891472697257996,3.6340739727020264,0.00020000001,0.8475452065467834,0.0535714291036129,5.953179836273193,0.2321428507566452
6,0.6279069781303406,3.591808795928955,0.00020000001,0.8759689927101135,0.0535714291036129,5.881026268005371,0.2202380895614624
7,0.6253229975700378,3.4725732803344727,4.0000003e-05,0.8888888955116272,0.0535714291036129,5.839984893798828,0.2202380895614624
0,0.10077519714832306,7.787313938140869,1e-04,0.2222222238779068,0.0535714291036129,8.01510238647461,0.1666666716337204
1,0.21963824331760406,6.826504230499268,1e-04,0.4289405643939972,0.0357142873108387,8.176389694213867,0.1607142835855484
2,0.29974159598350525,6.505855560302734,1e-04,0.5322997570037842,0.0357142873108387,8.45832347869873,0.130952388048172
3,0.35142117738723755,6.253339767456055,1e-04,0.6072351336479187,0.0357142873108387,8.993062019348145,0.130952388048172
4,0.45994833111763,5.899817943572998,2e-05,0.7312661409378052,0.0357142873108387,9.564044952392578,0.1190476194024086
5,0.47803616523742676,5.790733814239502,2e-05,0.7467700242996216,0.0357142873108387,10.33254337310791,0.1190476194024086
6,0.5219638347625732,5.585232257843018,2e-05,0.801033616065979,0.0357142873108387,11.046263694763184,0.1488095223903656
7,0.5968992114067078,5.447582244873047,4e-06,0.8397932648658752,0.0357142873108387,11.850249290466309,0.1488095223903656
0,0.03359173238277435,35.46320724487305,1e-04,0.118863046169281,0.02380952425301075,32.50342559814453,0.065476194024086
1,0.023255813866853714,33.22161865234375,1e-04,0.1111111119389534,0.02380952425301075,30.465438842773438,0.0833333358168602
2,0.04909560829401016,31.21576499938965,1e-04,0.1266149878501892,0.02380952425301075,28.698076248168945,0.0833333358168602
3,0.043927647173404694,29.51827049255371,1e-04,0.13695091009140015,0.0535714291036129,27.147172927856445,0.0714285746216774
4,0.043927647173404694,28.06093978881836,1e-04,0.10852713137865067,0.02976190485060215,25.764177322387695,0.0892857164144516
5,0.04909560829401016,26.741525650024414,1e-04,0.12403100728988647,0.0535714291036129,24.525484085083008,0.095238097012043
6,0.03617570921778679,25.474842071533203,1e-04,0.10852713137865067,0.0476190485060215,23.41169548034668,0.1011904776096344
7,0.03100775182247162,24.279327392578125,1e-04,0.11369509249925613,0.0357142873108387,22.404287338256836,0.1071428582072258
8,0.05426356568932533,23.173635482788086,1e-04,0.10852713137865067,0.0535714291036129,21.495487213134766,0.125
9,0.0258397925645113,22.39485740661621,1e-04,0.09043927490711212,0.0535714291036129,20.672571182250977,0.125
10,0.03359173238277435,21.406936645507812,1e-04,0.1033591702580452,0.0535714291036129,19.929691314697266,0.1011904776096344
11,0.04134367033839226,20.669876098632812,1e-04,0.118863046169281,0.0595238097012043,19.24973487854004,0.1130952388048172
12,0.03617570921778679,19.972307205200195,1e-04,0.08010336011648178,0.0535714291036129,18.633920669555664,0.130952388048172
13,0.04651162773370743,19.319093704223633,1e-04,0.12919896841049194,0.0535714291036129,18.070842742919922,0.130952388048172
14,0.043927647173404694,18.801891326904297,1e-04,0.10852713137865067,0.0535714291036129,17.555734634399414,0.125
15,0.0258397925645113,18.17594337463379,1e-04,0.08785529434680939,0.0535714291036129,17.092479705810547,0.125
16,0.04134367033839226,17.535425186157227,1e-04,0.11627907305955887,0.0595238097012043,16.666040420532227,0.130952388048172
17,0.03359173238277435,17.158191680908203,1e-04,0.10594315081834793,0.0595238097012043,16.272485733032227,0.1488095223903656
18,0.03617570921778679,16.693960189819336,1e-04,0.09043927490711212,0.0595238097012043,15.915071487426758,0.1488095223903656
19,0.03100775182247162,16.27889060974121,1e-04,0.1111111119389534,0.0595238097012043,15.597484588623047,0.1488095223903656
20,0.04134367033839226,15.898458480834961,1e-04,0.10077519714832306,0.0595238097012043,15.297773361206055,0.1488095223903656
21,0.05426356568932533,15.38184642791748,1e-04,0.10852713137865067,0.0535714291036129,15.015250205993652,0.1726190447807312
22,0.05426356568932533,15.15988540649414,1e-04,0.1111111119389534,0.0535714291036129,14.742812156677246,0.1726190447807312
23,0.02067183516919613,14.8431396484375,1e-04,0.09043927490711212,0.0535714291036129,14.498497009277344,0.1607142835855484
24,0.03617570921778679,14.50259017944336,1e-04,0.11369509249925613,0.0535714291036129,14.260168075561523,0.1607142835855484
25,0.04909560829401016,14.162824630737305,1e-04,0.1111111119389534,0.0535714291036129,14.025498390197754,0.1428571492433548
26,0.03875968977808952,14.045256614685059,1e-04,0.10594315081834793,0.065476194024086,13.821052551269531,0.130952388048172
27,0.0258397925645113,13.75295352935791,1e-04,0.09302325546741486,0.065476194024086,13.605673789978027,0.1488095223903656
28,0.03875968977808952,13.481905937194824,1e-04,0.09560723602771759,0.065476194024086,13.389503479003906,0.1547619104385376
29,0.023255813866853714,13.254348754882812,1e-04,0.10077519714832306,0.0476190485060215,13.172457695007324,0.1547619104385376
30,0.028423773124814034,12.946120262145996,1e-04,0.10594315081834793,0.0476190485060215,12.93592357635498,0.1666666716337204
31,0.0258397925645113,12.762288093566895,1e-04,0.08268734067678452,0.0476190485060215,12.74455738067627,0.1547619104385376
32,0.04134367033839226,12.457199096679688,1e-04,0.1266149878501892,0.0476190485060215,12.546381950378418,0.1488095223903656
33,0.0258397925645113,12.485804557800293,1e-04,0.08527132123708725,0.065476194024086,12.360245704650879,0.1488095223903656
